date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:37:55	35555/35555	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2002:37:54%20GMT	https://demo.softhopper.studio/selfer/2018/10/22/the-shocking-revelation-of-portfolio/?replytocom=2	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/22/the-shocking-revelation-of-portfolio/index0e22.html	(from https://demo.softhopper.studio/selfer/2018/10/22/the-shocking-revelation-of-portfolio/)
09:37:55	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:37:53%20GMT	https://demo.softhopper.studio/selfer/?p=93	D:/Theme1/Theme1/demo.softhopper.studio/selfer/index36d4.html	(from https://demo.softhopper.studio/selfer/2018/10/22/the-shocking-revelation-of-portfolio/)
09:37:55	4282/4282	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:37:55%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/posts/92	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/posts/92.json	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/)
09:37:56	897/897	---M-Z	200	added ('OK')	application/rss+xml	etag:%2217e0d54b8780c279d7e97aedcd2898af-gzip%22	https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/feed/index.html	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/)
09:37:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:37:56%20GMT	https://demo.softhopper.studio/selfer/?p=92	D:/Theme1/Theme1/demo.softhopper.studio/selfer/index8e15.html	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/)
09:37:57	31951/31951	---M--	200	added ('OK')	image/jpeg	etag:%22df0a872b7109e468%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-men.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-men.jpg	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/)
09:37:58	4300/4300	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:37:58%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/posts/91	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/posts/91.json	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/)
09:37:58	909/909	---M-Z	200	added ('OK')	application/rss+xml	etag:%2217e0d54b8780c279d7e97aedcd2898af-gzip%22	https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/feed/index.html	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/)
09:37:59	31763/31763	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2002:37:59%20GMT	https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/index.html	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/)
09:37:59	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:37:59%20GMT	https://demo.softhopper.studio/selfer/?p=91	D:/Theme1/Theme1/demo.softhopper.studio/selfer/index5cfa.html	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/)
09:38:00	14870/14870	---M--	200	added ('OK')	image/jpeg	etag:%22c6724b46b79c4ee5%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-microphone.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-microphone.jpg	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/)
09:38:01	36924/36924	---M--	200	added ('OK')	image/jpeg	etag:%22eafddcd7025bc15e%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/blog-3-700x450.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/blog-3-700x450.jpg	(from https://demo.softhopper.studio/selfer/blog/page/2/)
09:38:02	668/668	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:02%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/categories/10	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/categories/10.json	(from https://demo.softhopper.studio/selfer/category/coding/)
09:38:02	7391/7391	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b707237bea7717d137dfccf67e3a289b-gzip%22	https://demo.softhopper.studio/selfer/category/coding/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/category/coding/feed/index.html	(from https://demo.softhopper.studio/selfer/category/coding/)
09:38:03	4212/4212	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b707237bea7717d137dfccf67e3a289b-gzip%22	https://demo.softhopper.studio/selfer/category/creative-works/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/category/creative-works/feed/index.html	(from https://demo.softhopper.studio/selfer/category/creative-works/)
09:38:03	692/692	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:03%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/categories/16	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/categories/16.json	(from https://demo.softhopper.studio/selfer/category/creative-works/)
09:38:04	666/666	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:04%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/categories/11	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/categories/11.json	(from https://demo.softhopper.studio/selfer/category/ui-ux/)
09:38:04	10730/10730	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b707237bea7717d137dfccf67e3a289b-gzip%22	https://demo.softhopper.studio/selfer/category/ui-ux/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/category/ui-ux/feed/index.html	(from https://demo.softhopper.studio/selfer/category/ui-ux/)
09:38:04	680/680	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:04%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/categories/15	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/categories/15.json	(from https://demo.softhopper.studio/selfer/category/web-design/)
09:38:04	7447/7447	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b707237bea7717d137dfccf67e3a289b-gzip%22	https://demo.softhopper.studio/selfer/category/web-design/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/category/web-design/feed/index.html	(from https://demo.softhopper.studio/selfer/category/web-design/)
09:38:05	3310/3310	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:05%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/media/32	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/media/32.json	(from https://demo.softhopper.studio/selfer/home/img-man-looking/)
09:38:05	797/797	---M-Z	200	added ('OK')	application/rss+xml	etag:%2217e0d54b8780c279d7e97aedcd2898af-gzip%22	https://demo.softhopper.studio/selfer/home/img-man-looking/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/home/img-man-looking/feed/index.html	(from https://demo.softhopper.studio/selfer/home/img-man-looking/)
09:38:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:38:05%20GMT	https://demo.softhopper.studio/selfer/?p=32	D:/Theme1/Theme1/demo.softhopper.studio/selfer/index6c46.html	(from https://demo.softhopper.studio/selfer/home/img-man-looking/)
09:38:06	7683/7683	---M--	200	added ('OK')	image/jpeg	etag:%225bcf7995004e71e4%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/img-man-looking-260x300.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/img-man-looking-260x300.jpg	(from https://demo.softhopper.studio/selfer/home/img-man-looking/)
09:38:06	916/916	---M-Z	200	added ('OK')	application/rss+xml	etag:%2217e0d54b8780c279d7e97aedcd2898af-gzip%22	https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/photo-microphone/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/photo-microphone/feed/index.html	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/photo-microphone/)
09:38:06	3695/3695	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:07%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/media/109	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/media/109.json	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/photo-microphone/)
09:38:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:38:07%20GMT	https://demo.softhopper.studio/selfer/?p=109	D:/Theme1/Theme1/demo.softhopper.studio/selfer/indexe887.html	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/photo-microphone/)
09:38:08	1037/1037	---M--	200	added ('OK')	image/jpeg	etag:%22ea9bfc662685a735%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-microphone-300x200.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-microphone-300x200.jpg	(from https://demo.softhopper.studio/selfer/2018/10/22/at-least-once-in-your-lifetime-and-heres/photo-microphone/)
09:38:08	3538/3538	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:08%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/media/108	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/media/108.json	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/photo-men/)
09:38:09	889/889	---M-Z	200	added ('OK')	application/rss+xml	etag:%2217e0d54b8780c279d7e97aedcd2898af-gzip%22	https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/photo-men/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/photo-men/feed/index.html	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/photo-men/)
09:38:09	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:38:09%20GMT	https://demo.softhopper.studio/selfer/?p=108	D:/Theme1/Theme1/demo.softhopper.studio/selfer/index460d.html	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/photo-men/)
09:38:10	4126/4126	---M--	200	added ('OK')	image/jpeg	etag:%222991500c3904bb8b%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-men-300x226.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/photo-men-300x226.jpg	(from https://demo.softhopper.studio/selfer/2018/10/22/ten-secrets-you-will-not-want-to-know/photo-men/)
09:38:10	3360/3360	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:10%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/media/90	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/media/90.json	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/blog-3/)
09:38:10	886/886	---M-Z	200	added ('OK')	application/rss+xml	etag:%2217e0d54b8780c279d7e97aedcd2898af-gzip%22	https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/blog-3/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/blog-3/feed/index.html	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/blog-3/)
09:38:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:38:11%20GMT	https://demo.softhopper.studio/selfer/?p=90	D:/Theme1/Theme1/demo.softhopper.studio/selfer/indexeffd.html	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/blog-3/)
09:38:12	48880/48880	---M--	200	added ('OK')	image/jpeg	etag:%224bbcfc1d829ee60b%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/blog-3.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/blog-3.jpg	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/blog-3/)
09:38:14	13504/13504	---M--	200	added ('OK')	image/jpeg	etag:%220c8beaca61f4db9b%22	https://i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/blog-3-300x215.jpg	D:/Theme1/Theme1/i0.wp.com/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/blog-3-300x215.jpg	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/blog-3/)
09:38:15	646/646	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:15%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/tags/13	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/tags/13.json	(from https://demo.softhopper.studio/selfer/tag/app-design/)
09:38:15	13964/13964	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b707237bea7717d137dfccf67e3a289b-gzip%22	https://demo.softhopper.studio/selfer/tag/app-design/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/tag/app-design/feed/index.html	(from https://demo.softhopper.studio/selfer/tag/app-design/)
09:38:15	29859/29859	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2002:38:15%20GMT	https://demo.softhopper.studio/selfer/tag/app-design/page/2/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/tag/app-design/page/2/index.html	(from https://demo.softhopper.studio/selfer/tag/app-design/)
09:38:16	649/649	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:16%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/tags/12	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/tags/12.json	(from https://demo.softhopper.studio/selfer/tag/application/)
09:38:16	13966/13966	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b707237bea7717d137dfccf67e3a289b-gzip%22	https://demo.softhopper.studio/selfer/tag/application/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/tag/application/feed/index.html	(from https://demo.softhopper.studio/selfer/tag/application/)
09:38:16	634/634	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:16%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/tags/14	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/tags/14.json	(from https://demo.softhopper.studio/selfer/tag/coding/)
09:38:17	13956/13956	---M-Z	200	added ('OK')	application/rss+xml	etag:%22b707237bea7717d137dfccf67e3a289b-gzip%22	https://demo.softhopper.studio/selfer/tag/coding/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/tag/coding/feed/index.html	(from https://demo.softhopper.studio/selfer/tag/coding/)
09:38:17	29867/29867	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2002:38:16%20GMT	https://demo.softhopper.studio/selfer/tag/application/page/2/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/tag/application/page/2/index.html	(from https://demo.softhopper.studio/selfer/tag/application/)
09:38:17	273/273	---M-Z	200	added ('OK')	image/png	date:Wed,%2024%20Oct%202018%2007:33:33%20GMT	https://demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/cropped-logo-1.png	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/cropped-logo-1.png	(from https://demo.softhopper.studio/selfer/2018/10/22/the-shocking-revelation-of-portfolio/?replytocom=2)
09:38:18	29827/29827	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Dec%202020%2002:38:18%20GMT	https://demo.softhopper.studio/selfer/tag/coding/page/2/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/tag/coding/page/2/index.html	(from https://demo.softhopper.studio/selfer/tag/coding/)
09:38:18	4284/4284	---M-Z	200	added ('OK')	application/json	date:Thu,%2024%20Dec%202020%2002:38:18%20GMT	https://demo.softhopper.studio/selfer/wp-json/wp/v2/posts/1	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-json/wp/v2/posts/1.json	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/)
09:38:19	906/906	---M-Z	200	added ('OK')	application/rss+xml	etag:%2217e0d54b8780c279d7e97aedcd2898af-gzip%22	https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/feed/	D:/Theme1/Theme1/demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/feed/index.html	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/)
09:38:19	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2024%20Dec%202020%2002:38:19%20GMT	https://demo.softhopper.studio/selfer/?p=1	D:/Theme1/Theme1/demo.softhopper.studio/selfer/indexcff1.html	(from https://demo.softhopper.studio/selfer/2018/10/21/going-to-change-your-business-strategies/)
09:38:20	3424720/3424720	---MCZ	200	added ('OK')	image/gif	date:Wed,%2024%20Oct%202018%2006:15:08%20GMT	https://demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/selfer-gif.gif	D:/Theme1/Theme1/demo.softhopper.studio/selfer/wp-content/uploads/sites/20/2018/10/selfer-gif.gif	(from https://demo.softhopper.studio/selfer/2018/10/22/the-shocking-revelation-of-portfolio/?replytocom=2)
